year,partner,flow,commodity,cifvalue,fobvalue,trade_value,partner_group,aukus_period
2022,United States,Import,Computers & Computing (HS 8471),468159935.436,482026480.184,468159935.436,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Export,Computers & Computing (HS 8471),110155925.569,110155925.569,110155925.569,AUKUS Members,Post-AUKUS (2022-2025)
2022,China,Import,Telecommunications Equipment (HS 8517),5540313645.406,5621939188.032,5540313645.406,China,Post-AUKUS (2022-2025)
2022,China,Export,Telecommunications Equipment (HS 8517),36709476.756,36709476.756,36709476.756,China,Post-AUKUS (2022-2025)
2022,Japan,Import,Telecommunications Equipment (HS 8517),21194446.481,21923515.962,21194446.481,Non-Affiliated,Post-AUKUS (2022-2025)
2022,Japan,Export,Telecommunications Equipment (HS 8517),16091662.545,16091662.545,16091662.545,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Import,Telecommunications Equipment (HS 8517),24976599.422,25649491.52,24976599.422,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Export,Telecommunications Equipment (HS 8517),4544310.538,4544310.538,4544310.538,Non-Affiliated,Post-AUKUS (2022-2025)
2022,United Kingdom,Import,Telecommunications Equipment (HS 8517),30753985.811,31768263.741,30753985.811,AUKUS Members,Post-AUKUS (2022-2025)
2022,United Kingdom,Export,Telecommunications Equipment (HS 8517),16131214.05,16131214.05,16131214.05,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Import,Telecommunications Equipment (HS 8517),434926460.516,448808712.442,434926460.516,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Export,Telecommunications Equipment (HS 8517),89866913.942,89866913.942,89866913.942,AUKUS Members,Post-AUKUS (2022-2025)
2022,China,Import,Radar & Navigation (HS 8526),55440049.979,57561634.655,55440049.979,China,Post-AUKUS (2022-2025)
2022,China,Export,Radar & Navigation (HS 8526),1828114.011,1828114.011,1828114.011,China,Post-AUKUS (2022-2025)
2022,Japan,Import,Radar & Navigation (HS 8526),5051165.427,5304369.844,5051165.427,Non-Affiliated,Post-AUKUS (2022-2025)
2022,Japan,Export,Radar & Navigation (HS 8526),175205.124,175205.124,175205.124,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Import,Radar & Navigation (HS 8526),11699025.691,12307395.049,11699025.691,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Export,Radar & Navigation (HS 8526),494968.85,494968.85,494968.85,Non-Affiliated,Post-AUKUS (2022-2025)
2022,United Kingdom,Import,Radar & Navigation (HS 8526),11249384.337,11734997.142,11249384.337,AUKUS Members,Post-AUKUS (2022-2025)
2022,United Kingdom,Export,Radar & Navigation (HS 8526),686984.404,686984.404,686984.404,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Import,Radar & Navigation (HS 8526),121713148.611,125376183.671,121713148.611,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Export,Radar & Navigation (HS 8526),18100634.868,18100634.868,18100634.868,AUKUS Members,Post-AUKUS (2022-2025)
2022,China,Import,Semiconductors (HS 8541),1387838553.14,1480155082.669,1387838553.14,China,Post-AUKUS (2022-2025)
2022,China,Export,Semiconductors (HS 8541),13266253.365,13266253.365,13266253.365,China,Post-AUKUS (2022-2025)
2022,Japan,Import,Semiconductors (HS 8541),4898958.949,4978987.765,4898958.949,Non-Affiliated,Post-AUKUS (2022-2025)
2022,Japan,Export,Semiconductors (HS 8541),127622.623,127622.623,127622.623,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Import,Semiconductors (HS 8541),16492423.391,17651713.507,16492423.391,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Export,Semiconductors (HS 8541),381611.682,381611.682,381611.682,Non-Affiliated,Post-AUKUS (2022-2025)
2022,United Kingdom,Import,Semiconductors (HS 8541),742021.434,776553.193,742021.434,AUKUS Members,Post-AUKUS (2022-2025)
2022,United Kingdom,Export,Semiconductors (HS 8541),132147.948,132147.948,132147.948,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Import,Semiconductors (HS 8541),10702768.934,11077616.574,10702768.934,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Export,Semiconductors (HS 8541),30144340.235,30144340.235,30144340.235,AUKUS Members,Post-AUKUS (2022-2025)
2022,China,Import,Integrated Circuits (HS 8542),121658649.639,123369343.789,121658649.639,China,Post-AUKUS (2022-2025)
2022,China,Export,Integrated Circuits (HS 8542),7272380.84,7272380.84,7272380.84,China,Post-AUKUS (2022-2025)
2022,Japan,Import,Integrated Circuits (HS 8542),5164803.874,5245305.095,5164803.874,Non-Affiliated,Post-AUKUS (2022-2025)
2022,Japan,Export,Integrated Circuits (HS 8542),625941.767,625941.767,625941.767,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Import,Integrated Circuits (HS 8542),35237275.818,35559106.134,35237275.818,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Export,Integrated Circuits (HS 8542),724694.982,724694.982,724694.982,Non-Affiliated,Post-AUKUS (2022-2025)
2022,United Kingdom,Import,Integrated Circuits (HS 8542),2656559.786,2693467.87,2656559.786,AUKUS Members,Post-AUKUS (2022-2025)
2022,United Kingdom,Export,Integrated Circuits (HS 8542),888997.43,888997.43,888997.43,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Import,Integrated Circuits (HS 8542),43205687.592,43662187.606,43205687.592,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Export,Integrated Circuits (HS 8542),15097182.179,15097182.179,15097182.179,AUKUS Members,Post-AUKUS (2022-2025)
2022,China,Import,Electrical Machines (HS 8543),230508386.562,245552286.094,230508386.562,China,Post-AUKUS (2022-2025)
2022,China,Export,Electrical Machines (HS 8543),9271035.228,9271035.228,9271035.228,China,Post-AUKUS (2022-2025)
2022,Japan,Import,Electrical Machines (HS 8543),11219949.533,11746112.092,11219949.533,Non-Affiliated,Post-AUKUS (2022-2025)
2022,Japan,Export,Electrical Machines (HS 8543),1373425.686,1373425.686,1373425.686,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Import,Electrical Machines (HS 8543),18659284.624,19499250.873,18659284.624,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Export,Electrical Machines (HS 8543),9883711.079,9883711.079,9883711.079,Non-Affiliated,Post-AUKUS (2022-2025)
2022,United Kingdom,Import,Electrical Machines (HS 8543),116131249.867,117439570.954,116131249.867,AUKUS Members,Post-AUKUS (2022-2025)
2022,United Kingdom,Export,Electrical Machines (HS 8543),20699313.758,20699313.758,20699313.758,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Import,Electrical Machines (HS 8543),144075530.43,147619770.853,144075530.43,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Export,Electrical Machines (HS 8543),28337957.355,28337957.355,28337957.355,AUKUS Members,Post-AUKUS (2022-2025)
2022,China,Import,Aircraft (HS 8802),6143635.182,6253162.991,6143635.182,China,Post-AUKUS (2022-2025)
2022,China,Export,Aircraft (HS 8802),9368.338,9368.338,9368.338,China,Post-AUKUS (2022-2025)
2022,Japan,Import,Aircraft (HS 8802),1323854.172,1378154.955,1323854.172,Non-Affiliated,Post-AUKUS (2022-2025)
2022,Japan,Export,Aircraft (HS 8802),70078.72,70078.72,70078.72,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Import,Aircraft (HS 8802),1765222.387,1782796.032,1765222.387,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Export,Aircraft (HS 8802),365882.641,365882.641,365882.641,Non-Affiliated,Post-AUKUS (2022-2025)
2022,United Kingdom,Import,Aircraft (HS 8802),1216208.437,1251246.641,1216208.437,AUKUS Members,Post-AUKUS (2022-2025)
2022,United Kingdom,Export,Aircraft (HS 8802),7475610.515,7475610.515,7475610.515,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Import,Aircraft (HS 8802),1137024097.584,1142747581.589,1137024097.584,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Export,Aircraft (HS 8802),91125430.782,91125430.782,91125430.782,AUKUS Members,Post-AUKUS (2022-2025)
2022,China,Import,Unmanned Aircraft/Drones (HS 8806),61415242.513,63092518.909,61415242.513,China,Post-AUKUS (2022-2025)
2022,Japan,Import,Unmanned Aircraft/Drones (HS 8806),415461.452,423351.977,415461.452,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Import,Unmanned Aircraft/Drones (HS 8806),228890.549,235868.997,228890.549,Non-Affiliated,Post-AUKUS (2022-2025)
2022,United Kingdom,Import,Unmanned Aircraft/Drones (HS 8806),34694.113,37804.123,34694.113,AUKUS Members,Post-AUKUS (2022-2025)
2022,United Kingdom,Export,Unmanned Aircraft/Drones (HS 8806),6529.952,6529.952,6529.952,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Import,Unmanned Aircraft/Drones (HS 8806),4899443.798,4977799.536,4899443.798,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Export,Unmanned Aircraft/Drones (HS 8806),10671476.909,10671476.909,10671476.909,AUKUS Members,Post-AUKUS (2022-2025)
2022,China,Import,Naval Vessels (HS 8906),16180.069,22094.989,16180.069,China,Post-AUKUS (2022-2025)
2022,China,Export,Naval Vessels (HS 8906),7751.457,7751.457,7751.457,China,Post-AUKUS (2022-2025)
2022,Japan,Import,Naval Vessels (HS 8906),9181.637,10264.511,9181.637,Non-Affiliated,Post-AUKUS (2022-2025)
2022,United Kingdom,Import,Naval Vessels (HS 8906),3822420.654,3884049.912,3822420.654,AUKUS Members,Post-AUKUS (2022-2025)
2022,United Kingdom,Export,Naval Vessels (HS 8906),75469.017,75469.017,75469.017,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Import,Naval Vessels (HS 8906),12147638.206,12841638.951,12147638.206,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Export,Naval Vessels (HS 8906),284556.505,284556.505,284556.505,AUKUS Members,Post-AUKUS (2022-2025)
2022,China,Import,Navigation Instruments (HS 9014),4113154.061,4271935.6,4113154.061,China,Post-AUKUS (2022-2025)
2022,China,Export,Navigation Instruments (HS 9014),1223650.196,1223650.196,1223650.196,China,Post-AUKUS (2022-2025)
2022,Japan,Import,Navigation Instruments (HS 9014),2113018.975,2214572.827,2113018.975,Non-Affiliated,Post-AUKUS (2022-2025)
2022,Japan,Export,Navigation Instruments (HS 9014),638208.838,638208.838,638208.838,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Import,Navigation Instruments (HS 9014),780337.215,814718.225,780337.215,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Export,Navigation Instruments (HS 9014),598454.095,598454.095,598454.095,Non-Affiliated,Post-AUKUS (2022-2025)
2022,United Kingdom,Import,Navigation Instruments (HS 9014),10177236.21,10288919.263,10177236.21,AUKUS Members,Post-AUKUS (2022-2025)
2022,United Kingdom,Export,Navigation Instruments (HS 9014),8807140.183,8807140.183,8807140.183,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Import,Navigation Instruments (HS 9014),161742625.249,163420043.704,161742625.249,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Export,Navigation Instruments (HS 9014),25109778.311,25109778.311,25109778.311,AUKUS Members,Post-AUKUS (2022-2025)
2022,China,Import,Measuring Instruments (HS 9031),60760368.923,63565341.732,60760368.923,China,Post-AUKUS (2022-2025)
2022,China,Export,Measuring Instruments (HS 9031),10193708.317,10193708.317,10193708.317,China,Post-AUKUS (2022-2025)
2022,Japan,Import,Measuring Instruments (HS 9031),10800248.648,11373841.017,10800248.648,Non-Affiliated,Post-AUKUS (2022-2025)
2022,Japan,Export,Measuring Instruments (HS 9031),2246956.965,2246956.965,2246956.965,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Import,Measuring Instruments (HS 9031),5661073.11,5943094.559,5661073.11,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Export,Measuring Instruments (HS 9031),912452.957,912452.957,912452.957,Non-Affiliated,Post-AUKUS (2022-2025)
2022,United Kingdom,Import,Measuring Instruments (HS 9031),36768129.759,38060793.721,36768129.759,AUKUS Members,Post-AUKUS (2022-2025)
2022,United Kingdom,Export,Measuring Instruments (HS 9031),5327719.598,5327719.598,5327719.598,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Import,Measuring Instruments (HS 9031),146248563.89,149954124.256,146248563.89,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Export,Measuring Instruments (HS 9031),24291933.36,24291933.36,24291933.36,AUKUS Members,Post-AUKUS (2022-2025)
2022,China,Import,TOTAL,76813230265.593,83730941500.959,76813230265.593,China,Post-AUKUS (2022-2025)
2022,China,Export,TOTAL,102353020793.769,102353020793.769,102353020793.769,China,Post-AUKUS (2022-2025)
2022,Japan,Import,TOTAL,16987982710.328,17798008156.555,16987982710.328,Non-Affiliated,Post-AUKUS (2022-2025)
2022,Japan,Export,TOTAL,52518468579.657,52518468579.657,52518468579.657,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Import,TOTAL,18262076403.176,19053341164.548,18262076403.176,Non-Affiliated,Post-AUKUS (2022-2025)
2022,South Korea,Export,TOTAL,24697460812.168,24697460812.168,24697460812.168,Non-Affiliated,Post-AUKUS (2022-2025)
2022,United Kingdom,Import,TOTAL,5135325763.329,5478605606.099,5135325763.329,AUKUS Members,Post-AUKUS (2022-2025)
2022,United Kingdom,Export,TOTAL,2064954635.902,2064954635.902,2064954635.902,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Import,TOTAL,29400918648.122,31081410056.739,29400918648.122,AUKUS Members,Post-AUKUS (2022-2025)
2022,United States,Export,TOTAL,12366168496.354,12366168496.354,12366168496.354,AUKUS Members,Post-AUKUS (2022-2025)
2023,China,Import,Turbojets & Propulsion (HS 8411),9933192.169,10670799.562,9933192.169,China,Post-AUKUS (2022-2025)
2023,China,Export,Turbojets & Propulsion (HS 8411),2585329.589,2585329.589,2585329.589,China,Post-AUKUS (2022-2025)
2023,Japan,Import,Turbojets & Propulsion (HS 8411),11513688.694,11576032.474,11513688.694,Non-Affiliated,Post-AUKUS (2022-2025)
2023,Japan,Export,Turbojets & Propulsion (HS 8411),1367209.151,1367209.151,1367209.151,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Import,Turbojets & Propulsion (HS 8411),154278.812,168536.617,154278.812,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Export,Turbojets & Propulsion (HS 8411),107640.155,107640.155,107640.155,Non-Affiliated,Post-AUKUS (2022-2025)
2023,United Kingdom,Import,Turbojets & Propulsion (HS 8411),83845906.3,85014273.24,83845906.3,AUKUS Members,Post-AUKUS (2022-2025)
2023,United Kingdom,Export,Turbojets & Propulsion (HS 8411),6641164.185,6641164.185,6641164.185,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Import,Turbojets & Propulsion (HS 8411),751135660.286,760758762.87,751135660.286,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Export,Turbojets & Propulsion (HS 8411),129536451.149,129536451.149,129536451.149,AUKUS Members,Post-AUKUS (2022-2025)
2023,China,Import,Computers & Computing (HS 8471),4677829653.691,4779913662.072,4677829653.691,China,Post-AUKUS (2022-2025)
2023,China,Export,Computers & Computing (HS 8471),63183181.288,63183181.288,63183181.288,China,Post-AUKUS (2022-2025)
2023,Japan,Import,Computers & Computing (HS 8471),21411864.744,22233224.126,21411864.744,Non-Affiliated,Post-AUKUS (2022-2025)
2023,Japan,Export,Computers & Computing (HS 8471),19443850.458,19443850.458,19443850.458,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Import,Computers & Computing (HS 8471),14451535.735,14690237.232,14451535.735,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Export,Computers & Computing (HS 8471),2997491.881,2997491.881,2997491.881,Non-Affiliated,Post-AUKUS (2022-2025)
2023,United Kingdom,Import,Computers & Computing (HS 8471),27160675.353,28122606.024,27160675.353,AUKUS Members,Post-AUKUS (2022-2025)
2023,United Kingdom,Export,Computers & Computing (HS 8471),12970570.607,12970570.607,12970570.607,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Import,Computers & Computing (HS 8471),581298858.26,598047206.345,581298858.26,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Export,Computers & Computing (HS 8471),65919859.104,65919859.104,65919859.104,AUKUS Members,Post-AUKUS (2022-2025)
2023,China,Import,Telecommunications Equipment (HS 8517),5313643046.849,5363265197.529,5313643046.849,China,Post-AUKUS (2022-2025)
2023,China,Export,Telecommunications Equipment (HS 8517),27510478.193,27510478.193,27510478.193,China,Post-AUKUS (2022-2025)
2023,Japan,Import,Telecommunications Equipment (HS 8517),25372388.317,26082188.62,25372388.317,Non-Affiliated,Post-AUKUS (2022-2025)
2023,Japan,Export,Telecommunications Equipment (HS 8517),9878949.148,9878949.148,9878949.148,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Import,Telecommunications Equipment (HS 8517),14311035.586,14701719.312,14311035.586,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Export,Telecommunications Equipment (HS 8517),4276444.463,4276444.463,4276444.463,Non-Affiliated,Post-AUKUS (2022-2025)
2023,United Kingdom,Import,Telecommunications Equipment (HS 8517),34101996.921,35193722.885,34101996.921,AUKUS Members,Post-AUKUS (2022-2025)
2023,United Kingdom,Export,Telecommunications Equipment (HS 8517),21954843.305,21954843.305,21954843.305,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Import,Telecommunications Equipment (HS 8517),550728531.085,563678939.515,550728531.085,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Export,Telecommunications Equipment (HS 8517),112909102.26,112909102.26,112909102.26,AUKUS Members,Post-AUKUS (2022-2025)
2023,China,Import,Radar & Navigation (HS 8526),70346361.44,71917326.964,70346361.44,China,Post-AUKUS (2022-2025)
2023,China,Export,Radar & Navigation (HS 8526),2948869.482,2948869.482,2948869.482,China,Post-AUKUS (2022-2025)
2023,Japan,Import,Radar & Navigation (HS 8526),5450900.696,5702261.319,5450900.696,Non-Affiliated,Post-AUKUS (2022-2025)
2023,Japan,Export,Radar & Navigation (HS 8526),646921.857,646921.857,646921.857,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Import,Radar & Navigation (HS 8526),4723317.312,4882733.746,4723317.312,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Export,Radar & Navigation (HS 8526),548427.385,548427.385,548427.385,Non-Affiliated,Post-AUKUS (2022-2025)
2023,United Kingdom,Import,Radar & Navigation (HS 8526),13175961.868,13496949.057,13175961.868,AUKUS Members,Post-AUKUS (2022-2025)
2023,United Kingdom,Export,Radar & Navigation (HS 8526),6001772.933,6001772.933,6001772.933,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Import,Radar & Navigation (HS 8526),134587017.513,137266622.145,134587017.513,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Export,Radar & Navigation (HS 8526),26280682.162,26280682.162,26280682.162,AUKUS Members,Post-AUKUS (2022-2025)
2023,China,Import,Semiconductors (HS 8541),1333324086.036,1357527019.904,1333324086.036,China,Post-AUKUS (2022-2025)
2023,China,Export,Semiconductors (HS 8541),7401090.301,7401090.301,7401090.301,China,Post-AUKUS (2022-2025)
2023,Japan,Import,Semiconductors (HS 8541),4657923.076,4719516.26,4657923.076,Non-Affiliated,Post-AUKUS (2022-2025)
2023,Japan,Export,Semiconductors (HS 8541),82567.591,82567.591,82567.591,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Import,Semiconductors (HS 8541),1452358.693,1481643.281,1452358.693,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Export,Semiconductors (HS 8541),61450.006,61450.006,61450.006,Non-Affiliated,Post-AUKUS (2022-2025)
2023,United Kingdom,Import,Semiconductors (HS 8541),1226497.48,1254205.064,1226497.48,AUKUS Members,Post-AUKUS (2022-2025)
2023,United Kingdom,Export,Semiconductors (HS 8541),3204944.614,3204944.614,3204944.614,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Import,Semiconductors (HS 8541),9236567.273,9550679.322,9236567.273,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Export,Semiconductors (HS 8541),12189659.116,12189659.116,12189659.116,AUKUS Members,Post-AUKUS (2022-2025)
2023,China,Import,Integrated Circuits (HS 8542),78062275.753,79147166.013,78062275.753,China,Post-AUKUS (2022-2025)
2023,China,Export,Integrated Circuits (HS 8542),4416551.593,4416551.593,4416551.593,China,Post-AUKUS (2022-2025)
2023,Japan,Import,Integrated Circuits (HS 8542),6563937.139,6627170.095,6563937.139,Non-Affiliated,Post-AUKUS (2022-2025)
2023,Japan,Export,Integrated Circuits (HS 8542),779883.715,779883.715,779883.715,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Import,Integrated Circuits (HS 8542),28522564.23,28666791.541,28522564.23,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Export,Integrated Circuits (HS 8542),1122800.977,1122800.977,1122800.977,Non-Affiliated,Post-AUKUS (2022-2025)
2023,United Kingdom,Import,Integrated Circuits (HS 8542),1614578.723,1652108.934,1614578.723,AUKUS Members,Post-AUKUS (2022-2025)
2023,United Kingdom,Export,Integrated Circuits (HS 8542),2560743.341,2560743.341,2560743.341,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Import,Integrated Circuits (HS 8542),45778998.091,46118083.364,45778998.091,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Export,Integrated Circuits (HS 8542),13820860.002,13820860.002,13820860.002,AUKUS Members,Post-AUKUS (2022-2025)
2023,China,Import,Electrical Machines (HS 8543),258178913.335,272527314.404,258178913.335,China,Post-AUKUS (2022-2025)
2023,China,Export,Electrical Machines (HS 8543),4964807.571,4964807.571,4964807.571,China,Post-AUKUS (2022-2025)
2023,Japan,Import,Electrical Machines (HS 8543),8986890.472,9272524.292,8986890.472,Non-Affiliated,Post-AUKUS (2022-2025)
2023,Japan,Export,Electrical Machines (HS 8543),3168290.795,3168290.795,3168290.795,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Import,Electrical Machines (HS 8543),11530525.467,12033638.605,11530525.467,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Export,Electrical Machines (HS 8543),1532704.42,1532704.42,1532704.42,Non-Affiliated,Post-AUKUS (2022-2025)
2023,United Kingdom,Import,Electrical Machines (HS 8543),27197339.316,28034903.074,27197339.316,AUKUS Members,Post-AUKUS (2022-2025)
2023,United Kingdom,Export,Electrical Machines (HS 8543),8537534.064,8537534.064,8537534.064,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Import,Electrical Machines (HS 8543),144891515.095,147816762.253,144891515.095,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Export,Electrical Machines (HS 8543),42889913.085,42889913.085,42889913.085,AUKUS Members,Post-AUKUS (2022-2025)
2023,China,Import,Aircraft (HS 8802),1806619.486,1831104.187,1806619.486,China,Post-AUKUS (2022-2025)
2023,China,Export,Aircraft (HS 8802),351930.072,351930.072,351930.072,China,Post-AUKUS (2022-2025)
2023,Japan,Import,Aircraft (HS 8802),2888991.961,2927617.596,2888991.961,Non-Affiliated,Post-AUKUS (2022-2025)
2023,Japan,Export,Aircraft (HS 8802),232298.084,232298.084,232298.084,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Export,Aircraft (HS 8802),789171.572,789171.572,789171.572,Non-Affiliated,Post-AUKUS (2022-2025)
2023,United Kingdom,Import,Aircraft (HS 8802),4738083.53,4831554.361,4738083.53,AUKUS Members,Post-AUKUS (2022-2025)
2023,United Kingdom,Export,Aircraft (HS 8802),2831392.038,2831392.038,2831392.038,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Import,Aircraft (HS 8802),692960220.135,698334009.955,692960220.135,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Export,Aircraft (HS 8802),31503478.242,31503478.242,31503478.242,AUKUS Members,Post-AUKUS (2022-2025)
2023,China,Import,Unmanned Aircraft/Drones (HS 8806),69711487.801,70819856.265,69711487.801,China,Post-AUKUS (2022-2025)
2023,China,Export,Unmanned Aircraft/Drones (HS 8806),16986.548,16986.548,16986.548,China,Post-AUKUS (2022-2025)
2023,Japan,Import,Unmanned Aircraft/Drones (HS 8806),146158.016,148733.171,146158.016,Non-Affiliated,Post-AUKUS (2022-2025)
2023,Japan,Export,Unmanned Aircraft/Drones (HS 8806),2241781.177,2241781.177,2241781.177,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Import,Unmanned Aircraft/Drones (HS 8806),718331.416,724876.957,718331.416,Non-Affiliated,Post-AUKUS (2022-2025)
2023,United Kingdom,Import,Unmanned Aircraft/Drones (HS 8806),172579.878,177014.477,172579.878,AUKUS Members,Post-AUKUS (2022-2025)
2023,United Kingdom,Export,Unmanned Aircraft/Drones (HS 8806),28822.255,28822.255,28822.255,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Import,Unmanned Aircraft/Drones (HS 8806),14116902.87,14266293.186,14116902.87,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Export,Unmanned Aircraft/Drones (HS 8806),4856885.724,4856885.724,4856885.724,AUKUS Members,Post-AUKUS (2022-2025)
2023,China,Import,Naval Vessels (HS 8906),174194.35,201381.344,174194.35,China,Post-AUKUS (2022-2025)
2023,China,Export,Naval Vessels (HS 8906),38466.877,38466.877,38466.877,China,Post-AUKUS (2022-2025)
2023,Japan,Export,Naval Vessels (HS 8906),5110.315,5110.315,5110.315,Non-Affiliated,Post-AUKUS (2022-2025)
2023,United Kingdom,Import,Naval Vessels (HS 8906),542297.379,573306.691,542297.379,AUKUS Members,Post-AUKUS (2022-2025)
2023,United Kingdom,Export,Naval Vessels (HS 8906),40194.233,40194.233,40194.233,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Import,Naval Vessels (HS 8906),5590943.974,5674109.914,5590943.974,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Export,Naval Vessels (HS 8906),1089362.698,1089362.698,1089362.698,AUKUS Members,Post-AUKUS (2022-2025)
2023,China,Import,Navigation Instruments (HS 9014),5125797.212,5227458.703,5125797.212,China,Post-AUKUS (2022-2025)
2023,China,Export,Navigation Instruments (HS 9014),1583687.316,1583687.316,1583687.316,China,Post-AUKUS (2022-2025)
2023,Japan,Import,Navigation Instruments (HS 9014),2126290.231,2206081.364,2126290.231,Non-Affiliated,Post-AUKUS (2022-2025)
2023,Japan,Export,Navigation Instruments (HS 9014),634161.351,634161.351,634161.351,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Import,Navigation Instruments (HS 9014),719505.287,733956.369,719505.287,Non-Affiliated,Post-AUKUS (2022-2025)
2023,South Korea,Export,Navigation Instruments (HS 9014),564459.237,564459.237,564459.237,Non-Affiliated,Post-AUKUS (2022-2025)
2023,United Kingdom,Import,Navigation Instruments (HS 9014),12990894.645,13111039.392,12990894.645,AUKUS Members,Post-AUKUS (2022-2025)
2023,United Kingdom,Export,Navigation Instruments (HS 9014),5452931.648,5452931.648,5452931.648,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Import,Navigation Instruments (HS 9014),193985446.062,195577600.404,193985446.062,AUKUS Members,Post-AUKUS (2022-2025)
2023,United States,Export,Navigation Instruments (HS 9014),23728186.278,23728186.278,23728186.278,AUKUS Members,Post-AUKUS (2022-2025)
2023,China,Import,Measuring Instruments (HS 9031),63184733.908,64922542.66,63184733.908,China,Post-AUKUS (2022-2025)
2023,China,Export,Measuring Instruments (HS 9031),11428405.594,11428405.594,11428405.594,China,Post-AUKUS (2022-2025)
